%4/2/2019 3:33:04 PM
%Duration	ID1		ID2		ID3		ID4		ID5		ID6		ID7		ID8
1000.000000	0.000000	0.362396	522.356018	252.389908	102.529526	35.696030	1.821518	0.162125
%Tau		Tau1		Tau2		Tau3		Tau4		Tau5		Tau6		Tau7		Tau8
%		0.000000	0.000001	0.000128	0.000090	0.000064	0.000026	0.000001	0.000001
%Delaytime	D1		D2		D3		D4		D5		D6		D7		D8
0.00000020	0.00000000	63.01159668	1.48732615	1.50017965	1.71539867	3.79087567	70.06648254	0.00000000
0.00000040	0.00000000	0.00000000	1.48264217	1.51649678	1.51199174	1.40097582	11.21063709	0.00000000
0.00000060	0.00000000	0.00000000	1.47555995	1.47670293	1.48583937	1.52459133	0.00000000	0.00000000
0.00000080	0.00000000	0.00000000	1.48106837	1.47403896	1.46743596	1.54107344	0.00000000	0.00000000
0.00000100	0.00000000	0.00000000	1.46799076	1.50750577	1.48293364	1.42569888	2.80265927	0.00000000
0.00000120	0.00000000	0.00000000	1.46611714	1.47120833	1.44031501	1.58227861	0.00000000	0.00000000
0.00000140	0.00000000	0.00000000	1.47567236	1.47054243	1.41706848	1.51635027	0.00000000	0.00000000
0.00000160	0.00000000	0.00000000	1.48425341	1.49734914	1.42966032	1.73061717	0.00000000	0.00000000
0.00000180	0.00000000	0.00000000	1.47080112	1.48919058	1.45096970	1.51635027	0.00000000	0.00000000
0.00000200	0.00000000	0.00000000	1.45922232	1.47920048	1.46453011	1.45866299	0.00000000	0.00000000
0.00000220	0.00000000	0.00000000	1.46214509	1.47786844	1.48002779	1.36801171	0.00000000	0.00000000
0.00000240	0.00000000	0.00000000	1.47267473	1.49884760	1.47518480	1.49162722	0.00000000	0.00000000
0.00000260	0.00000000	0.00000000	1.46892750	1.46704590	1.44515800	1.45866299	0.00000000	0.00000000
0.00000280	0.00000000	0.00000000	1.46109593	1.51716280	1.45387542	1.22791409	0.00000000	0.00000000
0.00000300	0.00000000	0.00000000	1.46105850	1.45838773	1.45387542	1.36801171	0.00000000	0.00000000
0.00000320	0.00000000	0.00000000	1.46360648	1.49335313	1.49455690	1.71413505	0.00000000	0.00000000
0.00000360	0.00000000	0.00000000	1.46044016	1.47603691	1.48777664	1.47514510	1.40132964	0.00000000
0.00000400	0.00000000	0.00000000	1.45532525	1.48103201	1.44951677	1.38037324	2.80265927	0.00000000
0.00000440	0.00000000	0.00000000	1.46675420	1.47412217	1.47954345	1.56991696	7.00664806	0.00000000
0.00000480	0.00000000	0.00000000	1.45064127	1.48236394	1.48874521	1.41333735	2.80265927	0.00000000
0.00000520	0.00000000	0.00000000	1.45444477	1.47037590	1.44854820	1.49986827	0.00000000	0.00000000
0.00000560	0.00000000	0.00000000	1.46145189	1.44606662	1.44467378	1.42569888	0.00000000	0.00000000
0.00000600	0.00000000	0.00000000	1.45792961	1.45655620	1.44079936	1.45454252	0.00000000	0.00000000
0.00000640	0.00000000	0.00000000	1.44586372	1.45539069	1.43595624	1.35152960	1.40132964	0.00000000
0.00000720	0.00000000	0.00000000	1.45876336	1.45817959	1.42748106	1.40509629	0.70066482	0.00000000
0.00000800	0.00000000	0.00000000	1.45097852	1.45618165	1.44297862	1.32062578	0.70066482	0.00000000
0.00000880	0.00000000	0.00000000	1.44807458	1.44569206	1.43256617	1.39685524	2.80265927	0.00000000
0.00000960	0.00000000	0.00000000	1.43804145	1.44877231	1.41658425	1.44630146	0.00000000	0.00000000
0.00001040	0.00000000	0.00000000	1.44446790	1.43395364	1.40157080	1.41539764	0.70066482	0.00000000
0.00001120	0.00000000	0.00000000	1.43875349	1.43603492	1.39382195	1.38243353	0.70066482	0.00000000
0.00001200	0.00000000	0.00000000	1.43445361	1.44306958	1.41464698	1.41951811	0.70066482	0.00000000
0.00001280	0.00000000	0.00000000	1.43114674	1.43083179	1.37832427	1.38449371	2.10199428	0.00000000
0.00001440	0.00000000	0.00000000	1.43081880	1.41873956	1.40750349	1.37007189	2.10199428	0.00000000
0.00001600	0.00000000	0.00000000	1.42524958	1.40979016	1.36948586	1.32268596	1.40132964	0.00000000
0.00001760	0.00000000	0.00000000	1.41700113	1.41172564	1.36113155	1.32268596	0.35033241	0.00000000
0.00001920	0.00000000	0.00000000	1.41519308	1.39480495	1.36173701	1.33813787	1.05099714	0.00000000
0.00002080	0.00000000	0.00000000	1.41265905	1.39474249	1.35205090	1.34328854	1.05099714	0.00000000
0.00002240	0.00000000	7.87644958	1.40637326	1.39001799	1.35180879	1.34225845	1.05099714	0.00000000
0.00002400	0.00000000	0.00000000	1.40333331	1.37032926	1.31366992	1.33092701	0.70066482	0.00000000
0.00002560	0.00000000	0.00000000	1.39390922	1.37522018	1.31027985	1.26087821	0.35033241	0.00000000
0.00002880	0.00000000	0.00000000	1.38493562	1.35913062	1.31498611	1.28171313	0.52607179	0.00000000
0.00003200	0.00000000	0.00000000	1.37637746	1.34615076	1.29811192	1.24221182	1.57821548	0.00000000
0.00003520	0.00000000	0.00000000	1.36700332	1.33158147	1.28208137	1.25108480	1.57821548	0.00000000
