40.0230	5.2750	390.1887	2.0000	125.0016
40.0300	5.2750	390.1887	2.0000	142.8578
40.0380	5.2750	390.1887	2.0000	124.9942
40.0750	5.2750	390.1887	2.0000	27.0272
40.0790	5.2750	390.1887	2.0000	249.9883
40.0840	5.2750	390.1887	2.0000	199.9954
40.0870	5.2750	390.1887	2.0000	333.3575
40.0890	5.2750	390.1887	2.0000	500.0362
40.0890	5.2750	390.1887	2.0000	Inf
40.0940	5.2750	390.1887	2.0000	199.9954
40.1020	5.2750	390.1887	2.0000	125.0016
40.1100	5.2750	390.1887	2.0000	124.9942
40.1910	5.2750	390.1887	2.0000	12.3457
40.1930	5.2750	390.1887	2.0000	500.0362
40.1930	5.2750	390.1887	2.0000	Inf
40.1940	5.2750	390.1887	2.0000	1000.0725
40.1940	5.2750	390.1887	2.0000	Inf
40.1940	5.2750	390.1887	2.0000	Inf
40.1940	5.2750	390.1887	2.0000	Inf
40.1940	5.2750	390.1887	2.0000	Inf
40.1940	5.2750	390.1887	2.0000	Inf
40.1950	5.2750	390.1887	2.0000	1000.0725
40.1990	5.2750	390.1887	2.0000	249.9883
40.2070	5.2750	390.1887	2.0000	125.0016
40.2150	5.2750	390.1887	2.0000	124.9942
40.2230	5.2750	390.1887	2.0000	125.0016
40.2860	5.2750	390.1887	2.0000	15.8731
40.2880	5.2750	390.1887	2.0000	499.9170
40.2880	5.2750	390.1887	2.0000	Inf
40.2880	5.2750	390.1887	2.0000	Inf
40.2880	5.2750	390.1887	2.0000	Inf
40.2880	5.2750	390.1887	2.0000	Inf
40.2880	5.2750	390.1887	2.0000	Inf
40.2880	5.2750	390.1887	2.0000	Inf
40.2950	5.2750	390.1887	2.0000	142.8578
40.3080	5.2750	390.1887	2.0000	76.9230
40.3100	5.2750	390.1887	2.0000	500.0362
40.3180	5.2750	390.1887	2.0000	125.0016
40.3260	5.2750	390.1887	2.0000	125.0016
40.3340	5.2750	390.1887	2.0000	124.9942
40.3420	5.2750	390.1887	2.0000	125.0016
40.3500	5.2750	390.1887	2.0000	125.0016
40.4160	5.2750	390.1887	2.0000	15.1515
40.4180	5.2750	390.1887	2.0000	500.0362
40.4180	5.2750	390.1887	2.0000	Inf
40.4180	5.2750	390.1887	2.0000	Inf
40.4180	5.2750	390.1887	2.0000	Inf
40.4180	5.2750	390.1887	2.0000	Inf
40.4180	5.2750	390.1887	2.0000	Inf
40.4180	5.2750	390.1887	2.0000	Inf
40.4220	5.2750	390.1887	2.0000	249.9883
40.4300	5.2750	390.1887	2.0000	125.0016
40.4390	5.2750	390.1887	2.0000	111.1074
40.4670	5.2750	390.1887	2.0000	35.7144
40.4700	5.2750	390.1887	2.0000	333.3575
40.4700	5.2750	390.1887	2.0000	Inf
40.4720	5.2750	390.1887	2.0000	499.9170
40.5200	5.2750	390.1887	2.0000	20.8334
40.5220	5.2750	390.1887	2.0000	500.0362
40.5220	5.2750	390.1887	2.0000	Inf
40.5220	5.2750	390.1887	2.0000	Inf
40.5220	5.2750	390.1887	2.0000	Inf
40.5220	5.2750	390.1887	2.0000	Inf
40.5260	5.2750	390.1887	2.0000	249.9883
40.5350	5.2750	390.1887	2.0000	111.1133
40.5430	5.2750	390.1887	2.0000	125.0016
40.5510	5.2750	390.1887	2.0000	124.9942
40.5590	5.2750	390.1887	2.0000	125.0016
40.5660	5.2750	390.1887	2.0000	142.8578
40.5750	5.2750	390.1887	2.0000	111.1133
40.5830	5.2750	390.1887	2.0000	125.0016
40.5910	5.2750	390.1887	2.0000	124.9942
40.5980	5.2750	390.1887	2.0000	142.8578
40.6070	5.2750	390.1887	2.0000	111.1133
40.6150	5.2750	390.1887	2.0000	125.0016
40.6230	5.2750	390.1887	2.0000	124.9942
40.6310	5.2750	390.1887	2.0000	125.0016
40.6390	5.2750	390.1887	2.0000	125.0016
40.6470	5.2750	390.1887	2.0000	125.0016
40.6550	5.2750	390.1887	2.0000	125.0016
40.6630	5.2750	390.1887	2.0000	124.9942
40.6710	5.2750	390.1887	2.0000	125.0016
40.6790	5.2750	390.1887	2.0000	125.0016
40.6870	5.2750	390.1887	2.0000	125.0016
40.6950	5.2750	390.1887	2.0000	125.0016
40.7020	5.2750	390.1887	2.0000	142.8480
40.7110	5.2750	390.1887	2.0000	111.1133
40.7180	5.2750	390.1887	2.0000	142.8578
40.7260	5.2750	390.1887	2.0000	125.0016
40.7350	5.2750	390.1887	2.0000	111.1074
40.7420	5.2750	390.1887	2.0000	142.8578
40.7500	5.2750	390.1887	2.0000	125.0016
40.7590	5.2750	390.1887	2.0000	111.1133
40.7670	5.2750	390.1887	2.0000	125.0016
40.7750	5.2750	390.1887	2.0000	124.9942
40.7830	5.2750	390.1887	2.0000	125.0016
40.7910	5.2750	390.1887	2.0000	125.0016
40.7980	5.2750	390.1887	2.0000	142.8578
40.8070	5.2750	390.1887	2.0000	111.1074
40.8140	5.2750	390.1887	2.0000	142.8578
40.8230	5.2750	390.1887	2.0000	111.1133
40.8310	5.2750	390.1887	2.0000	125.0016
40.8380	5.2750	390.1887	2.0000	142.8578
40.8460	5.2750	390.1887	2.0000	125.0016
40.8540	5.2750	390.1887	2.0000	124.9942
40.8620	5.2750	390.1887	2.0000	125.0016
40.8700	5.2750	390.1887	2.0000	125.0016
40.8790	5.2750	390.1887	2.0000	111.1133
40.8870	5.2750	390.1887	2.0000	124.9942
40.8940	5.2750	390.1887	2.0000	142.8578
40.9030	5.2750	390.1887	2.0000	111.1133
40.9110	5.2750	390.1887	2.0000	125.0016
40.9180	5.2750	390.1887	2.0000	142.8578
40.9260	5.2750	390.1887	2.0000	124.9942
40.9340	5.2750	390.1887	2.0000	125.0016
40.9420	5.2750	390.1887	2.0000	125.0016
40.9510	5.2750	390.1887	2.0000	111.1133
40.9590	5.2750	390.1887	2.0000	124.9942
40.9670	5.2750	390.1887	2.0000	125.0016
40.9750	5.2750	390.1887	2.0000	125.0016
40.9830	5.2750	390.1887	2.0000	125.0016
40.9900	5.2750	390.1887	2.0000	142.8578
40.9980	5.2750	390.1887	2.0000	124.9942
41.0060	5.2750	390.1887	2.0000	125.0016
41.0150	5.2750	390.1887	2.0000	111.1133
41.0230	5.2750	390.1887	2.0000	125.0016
41.0310	5.2750	390.1887	2.0000	124.9942
41.0390	5.2750	390.1887	2.0000	125.0016
41.0470	5.2750	390.1887	2.0000	125.0016
41.0550	5.2750	390.1887	2.0000	125.0016
41.0630	5.2750	390.1887	2.0000	125.0016
41.0710	5.2750	390.1887	2.0000	124.9942
41.0780	5.2750	390.1887	2.0000	142.8578
41.0860	5.2750	390.1887	2.0000	125.0016
41.0940	5.2750	390.1887	2.0000	125.0016
41.1020	5.2750	390.1887	2.0000	125.0016
41.1100	5.2750	390.1887	2.0000	124.9942
41.1190	5.2750	390.1887	2.0000	111.1133
41.1270	5.2750	390.1887	2.0000	125.0016
41.1350	5.2750	390.1887	2.0000	125.0016
41.1420	5.2750	390.1887	2.0000	142.8578
41.1500	5.2750	390.1887	2.0000	124.9942
41.1590	5.2750	390.1887	2.0000	111.1133
41.1660	5.2750	390.1887	2.0000	142.8578
41.1740	5.2750	390.1887	2.0000	125.0016
41.1820	5.2750	390.1887	2.0000	124.9942
41.1900	5.2750	390.1887	2.0000	125.0016
41.1980	5.2750	390.1887	2.0000	125.0016
41.2070	5.2750	390.1887	2.0000	111.1133
41.2140	5.2750	390.1887	2.0000	142.8578
41.2220	5.2750	390.1887	2.0000	124.9942
41.2300	5.2750	390.1887	2.0000	125.0016
41.2380	5.2750	390.1887	2.0000	125.0016
41.2460	5.2750	390.1887	2.0000	125.0016
41.2550	5.2750	390.1887	2.0000	111.1074
41.2620	5.2750	390.1887	2.0000	142.8578
41.2710	5.2750	390.1887	2.0000	111.1133
41.2790	5.2750	390.1887	2.0000	125.0016
41.2860	5.2750	390.1887	2.0000	142.8578
41.2940	5.2750	390.1887	2.0000	124.9942
41.3020	5.2750	390.1887	2.0000	125.0016
41.3100	5.2750	390.1887	2.0000	125.0016
41.3190	5.2750	390.1887	2.0000	111.1133
41.4000	5.2750	390.1887	2.0000	12.3456
41.4020	5.2750	390.1887	2.0000	500.0362
41.4030	5.2750	390.1887	2.0000	1000.0725
41.4040	5.2750	390.1887	2.0000	1000.0725
41.4430	5.2750	390.1887	2.0000	25.6410
41.4430	5.2750	390.1887	2.0000	Inf
41.4430	5.2750	390.1887	2.0000	Inf
41.4430	5.2750	390.1887	2.0000	Inf
41.4430	5.2750	390.1887	2.0000	Inf
41.4430	5.2750	390.1887	2.0000	Inf
41.4450	5.2750	390.1887	2.0000	500.0362
41.4450	5.2750	390.1887	2.0000	Inf
41.4450	5.2750	390.1887	2.0000	Inf
41.4450	5.2750	390.1887	2.0000	Inf
41.4450	5.2750	390.1887	2.0000	Inf
41.4470	5.2750	390.1887	2.0000	499.9170
41.4540	5.2750	390.1887	2.0000	142.8578
41.4630	5.2750	390.1887	2.0000	111.1133
41.4710	5.2750	390.1887	2.0000	125.0016
41.4790	5.2750	390.1887	2.0000	124.9942
41.4870	5.2750	390.1887	2.0000	125.0016
41.4940	5.2750	390.1887	2.0000	142.8578
41.5120	5.2750	390.1887	2.0000	55.5552
41.5140	5.2750	390.1887	2.0000	500.0362
41.5180	5.2750	390.1887	2.0000	249.9883
41.5260	5.2750	390.1887	2.0000	125.0016
41.5350	5.2750	390.1887	2.0000	111.1133
41.5430	5.2750	390.1887	2.0000	125.0016
41.5510	5.2750	390.1887	2.0000	124.9942
41.5590	5.2750	390.1887	2.0000	125.0016
41.5670	5.2750	390.1887	2.0000	125.0016
41.5750	5.2750	390.1887	2.0000	125.0016
41.5830	5.2750	390.1887	2.0000	125.0016
41.5910	5.2750	390.1887	2.0000	124.9942
41.5990	5.2750	390.1887	2.0000	125.0016
41.6070	5.2750	390.1887	2.0000	125.0016
41.6150	5.2750	390.1887	2.0000	125.0016
41.6230	5.2750	390.1887	2.0000	124.9942
41.6310	5.2750	390.1887	2.0000	125.0016
41.6390	5.2750	390.1887	2.0000	125.0016
41.6470	5.2750	390.1887	2.0000	125.0016
41.6550	5.2750	390.1887	2.0000	125.0016
41.6620	5.2750	390.1887	2.0000	142.8578
41.6700	5.2750	390.1887	2.0000	124.9942
41.6790	5.2750	390.1887	2.0000	111.1133
41.6870	5.2750	390.1887	2.0000	125.0016
41.6950	5.2750	390.1887	2.0000	125.0016
41.7030	5.2750	390.1887	2.0000	124.9942
41.7110	5.2750	390.1887	2.0000	125.0016
41.7190	5.2750	390.1887	2.0000	125.0016
41.7260	5.2750	390.1887	2.0000	142.8578
41.7350	5.2750	390.1887	2.0000	111.1074
41.7830	5.2750	390.1887	2.0000	20.8334
41.7850	5.2750	390.1887	2.0000	500.0362
41.7850	5.2750	390.1887	2.0000	Inf
41.7850	5.2750	390.1887	2.0000	Inf
41.7850	5.2750	390.1887	2.0000	Inf
41.7850	5.2750	390.1887	2.0000	Inf
41.7900	5.2750	390.1887	2.0000	199.9954
41.7990	5.2750	390.1887	2.0000	111.1133
41.8060	5.2750	390.1887	2.0000	142.8578
41.8140	5.2750	390.1887	2.0000	124.9942
41.8220	5.2750	390.1887	2.0000	125.0016
41.8300	5.2750	390.1887	2.0000	125.0016
41.8380	5.2750	390.1887	2.0000	125.0016
41.8470	5.2750	390.1887	2.0000	111.1074
41.8550	5.2750	390.1887	2.0000	125.0016
41.8620	5.2750	390.1887	2.0000	142.8578
41.8710	5.2750	390.1887	2.0000	111.1133
41.8790	5.2750	390.1887	2.0000	125.0016
41.8860	5.2750	390.1887	2.0000	142.8480
41.9340	5.2750	390.1887	2.0000	20.8334
41.9360	5.2750	390.1887	2.0000	500.0362
41.9360	5.2750	390.1887	2.0000	Inf
41.9360	5.2750	390.1887	2.0000	Inf
41.9360	5.2750	390.1887	2.0000	Inf
41.9360	5.2750	390.1887	2.0000	Inf
41.9420	5.2750	390.1887	2.0000	166.6655
41.9500	5.2750	390.1887	2.0000	125.0016
41.9580	5.2750	390.1887	2.0000	125.0016
41.9670	5.2750	390.1887	2.0000	111.1074
41.9750	5.2750	390.1887	2.0000	125.0016
41.9830	5.2750	390.1887	2.0000	125.0016
41.9910	5.2750	390.1887	2.0000	125.0016
41.9990	5.2750	390.1887	2.0000	124.9942
42.0060	5.2750	390.1887	2.0000	142.8578
42.0150	5.2750	390.1887	2.0000	111.1133
42.0230	5.2750	390.1887	2.0000	125.0016
42.0310	5.2750	390.1887	2.0000	124.9942
42.0390	5.2750	390.1887	2.0000	125.0016
42.0470	5.2750	390.1887	2.0000	125.0016
42.0550	5.2750	390.1887	2.0000	125.0016
